material,bandgap_eV,bandgap_known,sacrificial_agent,scavenger_strength,has_cocatalyst,wavelength_nm,light_power_W,irradiation_time_h,activity_value,logH2,source_paper
g-C3N4,2.7,True,other,1,True,420.0,300.0,8.0,218.0,2.3384564936046046,j.apcatb.2019.118182
g-C3N4,2.7,True,other,1,True,420.0,300.0,8.0,290.0,2.462397997898956,j.apcatb.2019.118182
TiO2,3.2,True,other,1,False,420.0,300.0,20.0,30000.0,4.477121254719663,j.jcis.2016.08.013
CoTiO3/g-C3N4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,858.0,2.9334872878487053,j.ijhydene.2017.02.172
g-C3N4,2.7,True,none/unspecified,0,False,470.0,300.0,8.0,9546.0,3.979821430030225,j.apcatb.2017.11.080
g-C3N4,2.7,True,none/unspecified,0,False,470.0,300.0,8.0,152.0,2.1818435879447726,j.apcatb.2017.11.080
g-C3N4,2.7,True,TEOA,3,True,600.0,300.0,50.0,15921.0,4.201970342349048,j.apcatb.2017.11.080
g-C3N4,2.7,True,TEOA,3,True,470.0,300.0,50.0,4068.0,3.6093809442507068,j.apcatb.2017.11.080
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,468.0,2.670245853074124,j.apcatb.2017.11.080
CdS/g-C3N4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,4152.0,3.6182573448404014,j.apcatb.2017.03.069
CdS/Co9S8,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1060.0,3.0253058652647704,j.jphotochem.2021.113160
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,4.0,9400.0,3.9731278535996988,j.jphotochem.2021.113160
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,4.0,11600.0,4.064457989226918,j.jphotochem.2021.113160
Co9S8,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,5150.0,3.711807229041191,j.jphotochem.2021.113160
CuS,2.7,False,other,1,True,420.0,150.0,6.0,4510.0,3.6541765418779604,j.apsusc.2013.06.006
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,5.0,1.94,0.287801729930226,j.ijhydene.2019.06.145
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,5.0,59.22,1.7724684030532805,j.ijhydene.2019.06.145
DCDA,2.7,False,methanol,2,True,325.0,300.0,8.0,13000.0,4.113943352306837,j.apcatb.2019.118527
Pt,0.0,True,none/unspecified,0,False,420.0,300.0,8.0,3690.0,3.56702636615906,j.apcatb.2019.118384
CeO2,2.7,False,TEOA,3,True,420.0,300.0,4.0,1466.2,3.1661932151700674,j.jechem.2020.04.003
SCN,2.7,False,TEOA,3,True,420.0,300.0,4.0,2923.8,3.4659476617649383,j.jechem.2020.04.003
FePS3,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,305.6,2.485153349903652,j.mcat.2020.111305
Pt/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,4540.0,3.6570558528571038,j.apcatb.2017.04.003
CdS,2.4,True,other,1,True,420.0,0.08,12.0,67.4,1.8286598965353198,j.apcatb.2017.04.003
CdS,2.4,True,other,1,True,420.0,0.08,12.0,159.0,2.2013971243204513,j.apcatb.2017.04.003
MoS2,1.8,True,other,1,True,420.0,0.08,12.0,1350.0,3.130333768495006,j.apcatb.2017.04.003
MoS2,1.8,True,other,1,True,420.0,0.08,12.0,1120.0,3.0492180226701815,j.apcatb.2017.04.003
MoS2,1.8,True,other,1,True,420.0,0.08,12.0,2000.0,3.3010299956639813,j.apcatb.2017.04.003
MoS2,1.8,True,other,1,True,420.0,0.08,12.0,749.0,2.8744818176994666,j.apcatb.2017.04.003
Pt,0.0,True,other,1,True,420.0,0.08,12.0,1259.0,3.1000257301078626,j.apcatb.2017.04.003
Pt/g-C3N4,2.7,False,TEOA,3,True,420.0,300.0,8.0,658.0,2.8182258936139557,j.apcatb.2018.09.010
Zn0.5Cd0.5S,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,740.0,2.8692317197309762,j.ijhydene.2016.12.037
Pt–ZnCdS,2.7,False,Na2S/Na2SO3,3,True,420.0,300.0,4.0,1626.0,3.2111205412580492,j.ijhydene.2016.12.037
Fe0.3Pt0.7–ZnCdS,2.7,False,Na2S/Na2SO3,3,True,420.0,300.0,4.0,2265.0,3.3550682063488506,j.ijhydene.2016.12.037
Fe0.4Pt0.6–ZnCdS,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,4.0,1867.0,3.2711443179490782,j.ijhydene.2016.12.037
Au,0.0,True,TEOA,3,True,420.0,300.0,5.0,4830.0,3.683947130751512,j.diamond.2020.108212
Au-3,2.7,False,none/unspecified,0,True,420.0,300.0,5.0,5690.0,3.7551122663950713,j.diamond.2020.108212
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,5.0,3410.0,3.5327543789924976,j.diamond.2020.108212
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,5.0,906.0,2.957128197676813,j.diamond.2020.108212
g-C3N4/CQDs,2.7,False,TEOA,3,True,420.0,300.0,5.0,1790.0,3.2528530309798933,j.diamond.2020.108212
MT-20,2.7,False,none/unspecified,0,False,420.0,450.0,8.0,19.2,1.2833012287035497,j.saa.2012.03.080
MT,2.7,False,methanol,2,False,420.0,450.0,8.0,3.2,0.505149978319906,j.saa.2012.03.080
formic acid,2.7,False,other,1,False,420.0,300.0,8.0,667.2,2.824256037629682,j.ijhydene.2020.07.003
Na2S,2.7,False,other,1,False,420.0,300.0,8.0,17.6,1.24551266781415,j.ijhydene.2020.07.003
MSG0.8,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,264.9,2.423081958297231,j.ijhydene.2020.07.003
N3/RGO,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1607.1,3.206042901092522,j.colsurfa.2020.126119
N3,2.7,False,other,1,False,420.0,300.0,4.0,2500.1,3.3979573801038874,j.colsurfa.2020.126119
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,4.0,592.2,2.7724684030532805,j.colsurfa.2020.126119
N719/TiO2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,3291.0,3.5173278822943734,j.colsurfa.2020.126119
MoS2/g-C3N4,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1155.0,3.062581984228163,j.apsusc.2020.145489
NaTaO3-SS,2.7,False,methanol,2,False,420.0,350.0,2.0,7800.0,3.8920946026904804,j.cattod.2013.10.092
NaTaO3-SS,2.7,False,methanol,2,False,420.0,350.0,2.0,50710.0,4.705093610547873,j.cattod.2013.10.092
sodium tantalate,2.7,False,other,1,False,420.0,350.0,2.0,60000.0,4.778151250383644,j.cattod.2013.10.092
Na2Ta2O6-2,2.7,False,methanol,2,False,420.0,350.0,2.0,64099.99999999999,4.806858029518818,j.cattod.2013.10.092
Na2Ta2O6-1,2.7,False,methanol,2,False,420.0,350.0,2.0,43400.0,4.63748972951251,j.cattod.2013.10.092
SNO,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,7808.0,3.8925398046586355,j.apcatb.2020.118844
SNO/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,685.0,2.8356905714924254,j.apcatb.2020.118844
SNO,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,60.0,1.7781512503836436,j.apcatb.2020.118844
CdS-D,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,3319.0,3.521007252408604,j.apcatb.2020.118844
g-C3N4,2.7,True,methanol,2,True,470.0,300.0,16.0,8.0,0.9030899869919435,j.jhazmat.2020.122708
Pt,0.0,True,methanol,2,False,470.0,300.0,16.0,438.0,2.6414741105040997,j.jhazmat.2020.122708
BFO-CN,2.7,False,methanol,2,True,470.0,300.0,16.0,62.0,1.792391689498254,j.jhazmat.2020.122708
WO,2.7,False,methanol,2,True,470.0,300.0,16.0,32.0,1.505149978319906,j.jhazmat.2020.122708
Ni2 +,2.7,False,methanol,2,True,455.0,300.0,8.0,13100.0,4.117271295655764,j.apcatb.2021.120154
AIZS-CDs,2.7,False,methanol,2,True,420.0,300.0,8.0,2300.0,3.361727836017593,j.apcatb.2021.120154
AIZS,2.7,False,none/unspecified,0,False,455.0,300.0,5.0,287.0,2.4578818967339924,j.apcatb.2021.120154
AIZS,2.7,False,none/unspecified,0,False,455.0,300.0,5.0,2340.0,3.369215857410143,j.apcatb.2021.120154
Pd-Ti-MCM-48,2.7,False,none/unspecified,0,False,420.0,150.0,8.0,771.0,2.8870543780509568,j.ijhydene.2018.02.077
Au-Pd/TiO2,2.7,False,none/unspecified,0,False,254.0,300.0,8.0,4990.0,3.6981005456233897,j.ijhydene.2018.02.077
Pd-Ti-MCM-48,2.7,False,none/unspecified,0,False,420.0,150.0,8.0,560.0,2.7481880270062002,j.ijhydene.2018.02.077
TiO2/ZSM-5,2.7,False,none/unspecified,0,False,420.0,150.0,8.0,1148.0,3.059941888061955,j.ijhydene.2018.02.077
TiO2,3.2,True,ethanol,2,True,254.0,300.0,20.0,740.0,2.8692317197309762,j.ijhydene.2018.02.077
TiO2,3.2,True,ethanol,2,True,254.0,300.0,20.0,881.0,2.9449759084120477,j.ijhydene.2018.02.077
TiO2,3.2,True,ethanol,2,True,254.0,300.0,20.0,731.0,2.8639173769578603,j.ijhydene.2018.02.077
TiO2,3.2,True,ethanol,2,True,254.0,300.0,20.0,790.0,2.8976270912904414,j.ijhydene.2018.02.077
MoS2,1.8,True,none/unspecified,0,True,420.0,300.0,12.0,13000.0,4.113943352306837,j.ceramint.2020.12.010
ZnS,3.6,True,none/unspecified,0,False,400.0,300.0,1.0,21.1,1.3242824552976926,j.apsusc.2016.06.159
g-C3N4,2.7,True,TEOA,3,True,420.0,450.0,8.0,90.0,1.954242509439325,j.cattod.2016.11.018
g-C3N4,2.7,True,TEOA,3,True,420.0,450.0,8.0,230.0,2.361727836017593,j.cattod.2016.11.018
MT2,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,54.0,1.7323937598229686,j.apcatb.2017.11.062
MT2,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,450.0,2.6532125137753435,j.apcatb.2017.11.062
MT2,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,140.0,2.146128035678238,j.apcatb.2017.11.062
TEA,2.7,False,TEA,2,False,420.0,150.0,30.0,3350.0,3.525044807036845,j.ijhydene.2011.05.003
g hydrogen,2.7,False,methanol,2,True,420.0,150.0,30.0,430.0,2.6334684555795866,j.apsusc.2013.09.014
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,5.0,82.4,1.9159272116971158,j.apcatb.2017.09.002
sulfides,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,4900.0,3.690196080028514,j.apcatb.2017.09.002
Zn0.5Cd0.5S,2.7,False,none/unspecified,0,True,450.0,18.0,4.0,5000.0,3.6989700043360187,j.ijhydene.2018.10.145
Ni2P,2.7,False,none/unspecified,0,True,450.0,18.0,4.0,9760.0,3.9894498176666917,j.ijhydene.2018.10.145
CdS,2.4,True,none/unspecified,0,True,450.0,18.0,4.0,88.0,1.9444826721501687,j.ijhydene.2018.10.145
Zn0.5Cd0.5S,2.7,False,none/unspecified,0,True,450.0,18.0,4.0,21190.0,4.326130956710794,j.ijhydene.2018.10.145
ZnS,3.6,True,none/unspecified,0,True,420.0,18.0,4.0,5020.0,3.7007037171450192,j.ijhydene.2018.10.145
Ni,0.0,True,TEOA,3,True,420.0,300.0,8.0,660.0,2.8195439355418688,j.ijhydene.2017.11.129
Co,2.7,False,TEOA,3,True,420.0,300.0,8.0,3350.0,3.525044807036845,j.ijhydene.2017.11.129
MMT/Ni8.14,2.7,False,TEOA,3,True,420.0,300.0,8.0,1430.0,3.155336037465062,j.ijhydene.2017.11.129
MMT/Ni8.14,2.7,False,TEOA,3,True,420.0,300.0,8.0,3430.0,3.5352941200427703,j.ijhydene.2017.11.129
MMT/0.79MoS2/Ni8.14,2.7,False,TEOA,3,True,420.0,300.0,8.0,8720.0,3.940516484932567,j.ijhydene.2017.11.129
MMT/0.79MoS2/Co6.4,2.7,False,TEOA,3,True,420.0,300.0,8.0,2700.0,3.4313637641589874,j.ijhydene.2017.11.129
MMT/1.12MoS2/Ni8.14,2.7,False,TEOA,3,True,420.0,300.0,8.0,2990.0,3.4756711883244296,j.ijhydene.2017.11.129
MMT/0.79MoS2/Ni8.14Co6.4,2.7,False,TEOA,3,True,420.0,300.0,8.0,2410.0,3.3820170425748683,j.ijhydene.2017.11.129
MMT/Ni8.14Co6.4,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,8700.0,3.9395192526186187,j.ijhydene.2017.11.129
MMT/Ni8.14,2.7,False,TEOA,3,True,420.0,300.0,8.0,700.0,2.845098040014257,j.ijhydene.2017.11.129
Co,2.7,False,TEOA,3,True,420.0,300.0,8.0,7440.0,3.8715729355458786,j.ijhydene.2017.11.129
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,119.4,2.0770043267933502,j.pnsc.2018.02.003
ZnIn2S4,2.3,True,TEOA,3,True,420.0,300.0,30.0,730.0,2.863322860120456,j.jechem.2020.10.032
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,3.0,3.8,0.5797835966168101,j.apcatb.2019.117819
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,15921.0,4.201970342349048,j.cej.2021.128629
In2Se3,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,4497.24,3.6529460647737273,j.ijhydene.2020.09.029
In2Se3,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,4462.76,3.6496035318151465,j.ijhydene.2020.09.029
In2Se3,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,4427.31,3.6461399323189974,j.ijhydene.2020.09.029
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,1062.4,3.0262880620239425,j.apcatb.2018.02.038
TNZIS-50,2.7,False,TEOA,3,True,420.0,300.0,10.0,214.9,2.3322364154914434,j.apcatb.2021.120126
TNZIS-50,2.7,False,TEOA,3,True,420.0,300.0,10.0,81.7,1.9122220565324155,j.apcatb.2021.120126
ZTO,2.7,False,none/unspecified,0,False,420.0,300.0,2.0,529.0,2.7234556720351857,j.ijhydene.2018.05.035
ZTO,2.7,False,none/unspecified,0,False,420.0,300.0,2.0,633.0,2.801403710017355,j.ijhydene.2018.05.035
ZTO,2.7,False,none/unspecified,0,False,420.0,300.0,2.0,2784.0,3.4446692309385245,j.ijhydene.2018.05.035
CCN20,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,561.9,2.7496590320949,j.mcat.2018.07.027
CA3CN15,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1376.0,3.1386184338994925,j.mcat.2018.07.027
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,4.909,0.6909930320998694,j.mcat.2018.07.027
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,8.0,441.4,2.644832328825636,j.mcat.2018.07.027
CCN5,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,537.1,2.7300551523755,j.mcat.2018.07.027
CCN10,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,581.4,2.764475027434409,j.mcat.2018.07.027
CCN15,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,776.5,2.8901414600645774,j.mcat.2018.07.027
CCN15,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,70.47,1.8480042714972682,j.mcat.2018.07.027
Ag3PO4,2.7,False,glycerol,2,False,420.0,300.0,4.0,125.27,2.0978470774233364,j.cej.2019.121967
NYF @ Ag3PO4 @ BP-2,2.7,False,none/unspecified,0,False,420.0,300.0,4.0,145.93,2.1641445824701777,j.cej.2019.121967
NYF @ Ag3PO4,2.7,False,glycerol,2,False,420.0,300.0,4.0,109.32,2.038699623020623,j.cej.2019.121967
SO32−,2.7,False,none/unspecified,0,False,430.0,300.0,8.0,450.0,2.6532125137753435,j.solmat.2011.02.026
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,2565.81,3.4092244934236846,j.apcatb.2021.120034
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,18.93,1.2771506139637967,j.apcatb.2021.120034
Au,0.0,True,none/unspecified,0,True,420.0,300.0,20.0,1892.7,3.277081782125646,j.apcatb.2021.120034
Ti3C2 @ TiO2,2.7,False,TEOA,3,True,420.0,300.0,8.0,898.128,2.953338236146381,j.apcatb.2019.01.051
Ti3C2 @ TiO2 @ MoS2,2.7,False,TEOA,3,True,420.0,300.0,8.0,6425.297,3.807893207097495,j.apcatb.2019.01.051
TiO2,3.2,True,TEOA,3,True,420.0,300.0,8.0,73.758,1.8678091320051728,j.apcatb.2019.01.051
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,163.0,2.2121876044039577,j.apcatb.2019.04.084
MCN,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,934.0,2.9703468762300935,j.apcatb.2019.04.084
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,30.0,80.0,1.9030899869919435,j.apcatb.2020.118590
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,30.0,4210.0,3.6242820958356683,j.apcatb.2020.118590
CN-FeOOH,2.7,False,none/unspecified,0,False,420.0,300.0,6.0,6.61,0.8202014594856403,j.apsusc.2019.144948
Pt,0.0,True,TEOA,3,False,420.0,300.0,6.0,33.25,1.5217916496391235,j.apsusc.2019.144948
TiO2,3.2,True,none/unspecified,0,False,420.0,60.0,1.0,46.9,1.6711728427150832,j.apcatb.2016.11.044
CdS,2.4,True,none/unspecified,0,False,400.0,300.0,1.0,1150.0,3.060697840353612,j.cej.2014.06.055
ST3,2.7,False,none/unspecified,0,False,400.0,300.0,1.0,3850.0,3.5854607295085006,j.cej.2014.06.055
ZnO,3.3,True,methanol,2,True,420.0,300.0,6.0,35.79,1.5537616983900042,j.jiec.2019.05.003
MoS2,1.8,True,TEOA,3,False,420.0,300.0,10.0,1600.0,3.2041199826559246,j.cej.2020.127028
CdS-LTO,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,960.0,2.9822712330395684,j.apcatb.2018.10.007
CdS-LTO,2.7,False,none/unspecified,0,False,700.0,300.0,3.0,260.0,2.4149733479708178,j.apcatb.2018.10.007
CdS-LTO,2.7,False,none/unspecified,0,False,420.0,300.0,3.0,440.0,2.6434526764861874,j.apcatb.2018.10.007
CdS-LTO,2.7,False,none/unspecified,0,False,420.0,300.0,3.0,800.0,2.9030899869919438,j.apcatb.2018.10.007
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,239.8,2.37984917876283,j.apsusc.2018.01.091
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,1337.2,3.126196367920531,j.apsusc.2018.01.091
TiO2,3.2,True,methanol,2,True,420.0,3.0,4.0,1835.7,3.2638017079163113,j.ijhydene.2017.12.181
MoS2/TiO2,2.7,False,methanol,2,True,420.0,3.0,4.0,432.5,2.635986111800833,j.ijhydene.2017.12.181
MCCS-10,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,24340.0,4.3863205738940465,j.cej.2019.123133
Zr,2.7,False,methanol,2,False,420.0,350.0,8.0,55.0,1.7403626894942439,j.ijhydene.2012.02.051
Zr,2.7,False,methanol,2,False,420.0,350.0,8.0,87.0,1.9395192526186185,j.ijhydene.2012.02.051
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,8.0,2407.0,3.38147609027503,j.apcatb.2019.118382
Zn0.83Cd0.17S,2.7,False,none/unspecified,0,False,420.0,500.0,5.0,5410.0,3.7331972651065692,j.ijhydene.2014.07.164
superoxide,2.7,False,none/unspecified,0,False,420.0,300.0,30.0,1152.7,3.0617162931598974,j.apcatb.2018.10.076
superoxide,2.7,False,none/unspecified,0,False,420.0,300.0,30.0,129.1,2.1109262422664203,j.apcatb.2018.10.076
1.0-CaSnO3,2.7,False,none/unspecified,0,False,420.0,300.0,30.0,85.2,1.9304395947667001,j.apcatb.2018.10.076
1.0-CaSnO3,2.7,False,none/unspecified,0,False,420.0,300.0,30.0,171.0,2.2329961103921536,j.apcatb.2018.10.076
2.7-CaSnO3,2.7,False,none/unspecified,0,False,420.0,300.0,30.0,97.4,1.9885589568786155,j.apcatb.2018.10.076
2.7-CaSnO3,2.7,False,none/unspecified,0,False,420.0,300.0,30.0,180.3,2.255995726722402,j.apcatb.2018.10.076
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,16.0,916.2,2.9619902874400648,j.apcatb.2018.10.044
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,16.0,457.8,2.660675788338524,j.apcatb.2018.10.044
Zn0.9Cd0.1S,2.7,False,none/unspecified,0,True,420.0,300.0,3.0,4400.0,3.6434526764861874,S1872-2067(17)62946-2
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,8.0,55.6,1.7450747915820575,j.ijhydene.2018.02.134
pPCN,2.7,False,TEOA,3,False,420.0,300.0,8.0,715.0,2.8543060418010806,j.ijhydene.2018.02.134
ZCS,2.7,False,none/unspecified,0,True,420.0,300.0,3.0,7167.9,3.85539193781602,j.apcatb.2018.02.043
MoSe2 @ Bi2S3/CdS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,11840.0,4.073351702386901,j.apcatb.2020.119482
MS-18,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1680.0,3.225309281725863,j.apcatb.2020.119482
α-Fe2O3,2.7,False,none/unspecified,0,False,450.0,300.0,8.0,1700.0,3.230448921378274,j.cej.2020.128275
ZAIS,2.7,False,methanol,2,False,450.0,300.0,3.0,1770.0,3.247973266361807,j.cej.2020.128275
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,40.0,6680.0,3.824776462475546,j.apcatb.2019.118220
UiO-66-NH2,2.7,False,other,1,True,500.0,300.0,8.0,2760.0,3.4409090820652177,j.apcatb.2020.119385
UiO-66-NH2,2.7,False,TEOA,3,True,380.0,300.0,1.0,340.0,2.531478917042255,j.apcatb.2020.119385
CZTS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,54.6,1.7371926427047373,j.ijhydene.2015.08.032
CZTS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,64.5,1.8095597146352678,j.ijhydene.2015.08.032
ZnIn2S4,2.3,True,none/unspecified,0,True,400.0,300.0,10.0,643.24,2.80837304326392,j.apcatb.2019.118152
ZnIn2S4,2.3,True,none/unspecified,0,True,400.0,300.0,10.0,3061.61,3.4859498677354286,j.apcatb.2019.118152
U @ Z-2,2.7,False,none/unspecified,0,True,400.0,300.0,10.0,1434.13,3.156588520734623,j.apcatb.2019.118152
U @ Z-4,2.7,False,none/unspecified,0,True,400.0,300.0,10.0,2138.35,3.330078790970158,j.apcatb.2019.118152
ZnONR,2.7,False,glycerol,2,False,420.0,300.0,4.0,369.5,2.5676144427308447,j.jhazmat.2020.124661
ZnONR,2.7,False,glycerol,2,False,420.0,300.0,1.0,940.0,2.9731278535996988,j.jhazmat.2020.124661
Fe2O3/TiO2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1000.0,3.0,j.ceramint.2020.03.107
Fe2O3/TiO2,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1.0,0.0,j.ceramint.2020.03.107
TiO2,3.2,True,TEOA,3,True,420.0,300.0,8.0,522.0,2.717670503002262,j.jphotochem.2019.112301
TiO2,3.2,True,TEOA,3,True,420.0,300.0,8.0,1260.0,3.100370545117563,j.jphotochem.2019.112301
TiO2,3.2,True,TEOA,3,True,420.0,300.0,8.0,374.0,2.5728716022004803,j.jphotochem.2019.112301
NiO-TiO2-x/C-T650,2.7,False,methanol,2,False,420.0,300.0,8.0,1550.0,3.1903316981702914,j.colsurfa.2019.124365
zincoxysulfide,2.7,False,other,1,False,420.0,300.0,4.0,2100.0,3.322219294733919,j.ijhydene.2016.07.154
zincoxysulfide,2.7,False,other,1,False,420.0,300.0,4.0,700.0,2.845098040014257,j.ijhydene.2016.07.154
zincoxysulfide,2.7,False,other,1,False,420.0,300.0,4.0,142.0,2.1522883443830563,j.ijhydene.2016.07.154
zincoxysulfide,2.7,False,other,1,False,420.0,300.0,4.0,1200.0,3.0791812460476247,j.ijhydene.2016.07.154
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,560.0,2.7481880270062002,j.cej.2019.123132
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,6970.0,3.8432327780980096,j.cej.2019.123132
g-C3N4,2.7,True,ethanol,2,False,420.0,300.0,8.0,427.2,2.6306312440205,j.jcat.2017.10.007
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,8.0,870.5,2.93976877545335,j.jcat.2017.10.007
g-C3N4/PSi,2.7,False,TEOA,3,False,420.0,300.0,8.0,651.7,2.8140477209955996,j.jcat.2017.10.007
g-C3N4/CoTiO3,2.7,False,ethanol,2,False,420.0,300.0,8.0,858.0,2.9334872878487053,j.jcat.2017.10.007
g-C3N4,2.7,True,ethanol,2,False,420.0,300.0,8.0,870.4,2.9397188823541045,j.jcat.2017.10.007
Cu,0.0,True,methanol,2,False,420.0,300.0,8.0,297.0,2.4727564493172123,j.ijhydene.2018.06.078
Cu/TiNs,2.7,False,methanol,2,False,420.0,300.0,8.0,405.0,2.6074550232146687,j.ijhydene.2018.06.078
TiNs,2.7,False,methanol,2,False,420.0,300.0,8.0,80.0,1.9030899869919435,j.ijhydene.2018.06.078
Au/TiNs,2.7,False,methanol,2,False,420.0,300.0,8.0,480.0,2.681241237375587,j.ijhydene.2018.06.078
Au/TiNs,2.7,False,methanol,2,False,420.0,300.0,8.0,710.0,2.8512583487190755,j.ijhydene.2018.06.078
BaTiO3-CdS,2.7,False,none/unspecified,0,False,400.0,300.0,32.0,483.0,2.683947130751512,j.apcatb.2018.01.036
BaTiO3-CdS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,482.92,2.6838751919602424,j.apcatb.2018.01.036
Ni2P–CdS,2.7,False,Na2S/Na2SO3,3,True,420.0,300.0,1.0,68470.0,4.835500327867319,j.ijhydene.2020.01.148
10Co9S8/ZCS,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,8.0,10900.0,4.037426497940624,j.cej.2020.125474
CoS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,1197.0,3.0780941504064105,j.ijhydene.2019.09.078
Co–C @ Co9S8,2.7,False,none/unspecified,0,True,425.0,300.0,5.0,6250.0,3.7958800173440754,j.ijhydene.2019.09.078
CdS,2.4,True,none/unspecified,0,False,425.0,300.0,5.0,26690.0,4.426348573787507,j.ijhydene.2019.09.078
C12A7:e−,2.7,False,Na2S/Na2SO3,3,False,365.0,300.0,8.0,663.0,2.821513528404773,j.jpcs.2020.109810
TiO2,3.2,True,Na2S/Na2SO3,3,False,365.0,300.0,8.0,15.09,1.17868923977559,j.jpcs.2020.109810
TiO2,3.2,True,Na2S/Na2SO3,3,False,365.0,300.0,8.0,662.54,2.8212121033709074,j.jpcs.2020.109810
WO3/g-C3N4,2.7,False,methanol,2,True,420.0,300.0,8.0,982.0,2.9921114877869495,j.apcatb.2018.11.011
CdS,2.4,True,none/unspecified,0,True,325.0,300.0,1.0,1960.0,3.292256071356476,j.ijhydene.2019.03.214
Cu2S/Zn0.5Cd0.5S,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,8.0,4923.5,3.6922739422554933,j.jtice.2018.12.021
ZCS-3,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,8.0,4914.0,3.691435152144062,j.jtice.2018.12.021
Zn0.5Cd0.5S,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,8.0,1670.0,3.2227164711475833,j.jtice.2018.12.021
ZIS-0,2.7,False,other,1,False,420.0,400.0,20.0,658.0,2.8182258936139557,j.colsurfa.2016.05.055
