material,bandgap_eV,bandgap_known,sacrificial_agent,scavenger_strength,has_cocatalyst,wavelength_nm,light_power_W,irradiation_time_h,activity_value,logH2,source_paper
Cu2O,2.0,True,TEOA,3,True,420.0,300.0,8.0,11055.5,4.043578388916586,c8cy00604k
CdS/MoS2,2.7,False,none/unspecified,0,True,420.0,300.0,22.0,2850.0,3.45484486000851,c7se00475c
CdS/MoS2,2.7,False,none/unspecified,0,True,420.0,300.0,22.0,11400.0,4.056904851336473,c7se00475c
MoS2,1.8,True,none/unspecified,0,True,420.0,300.0,22.0,5340.0,3.727541257028556,c7se00475c
PCN,2.7,False,TEOA,3,True,420.0,300.0,8.0,718.1,2.85618492672717,d0nr00226g
BCN,2.7,False,TEOA,3,True,420.0,300.0,8.0,48.9,1.6893088591236203,d0nr00226g
BCN,2.7,False,TEOA,3,True,420.0,300.0,8.0,293.1,2.4670158184384356,d0nr00226g
CdS-H,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,21654.0,4.335538132443151,c9dt00603f
CdS-H,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,21654.0,4.335538132443151,c9dt00603f
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,8.0,3140.0,3.496929648073215,c9dt00603f
WO3,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,94.2,1.9740509027928774,c8ta09446b
ZnO,3.3,True,none/unspecified,0,False,420.0,300.0,18.0,791.0,2.8981764834976764,c4ra15421e
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,7.0,44.3,1.6464037262230695,c9cy01945f
Bi5O7I,2.7,False,none/unspecified,0,False,420.0,300.0,7.0,95.4,1.9795483747040952,c9cy01945f
Bi5O7I/Ag/CdS,2.7,False,none/unspecified,0,False,420.0,300.0,7.0,456.4,2.659345635746177,c9cy01945f
g-C3N4,2.7,True,other,1,False,420.0,300.0,8.0,1590.0,3.2013971243204513,c7nr05927b
g-C3N4,2.7,True,other,1,True,315.0,350.0,12.0,240.0,2.380211241711606,c7nr05927b
g-C3N4,2.7,True,other,1,True,315.0,350.0,12.0,250.0,2.3979400086720375,c7nr05927b
LTO,2.7,False,methanol,2,True,365.0,300.0,8.0,5100.0,3.7075701760979363,c7ta02379k
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,8.0,15550.0,4.191730393362857,d0nj04335d
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,8.0,9170.0,3.962369335670021,d0nj04335d
WS2/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,17730.0,4.248708735600918,d0nj04335d
NiS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,7190.0,3.8567288903828825,d0nj04335d
NiS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,158700.0,5.200576926754848,d0nj04335d
NiS/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,401700.0,5.603901831731672,d0nj04335d
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,8.0,95700.0,4.980911937776844,d0nj04335d
CuO,1.7,True,none/unspecified,0,True,300.0,500.0,3.0,933.0,2.9698816437465,c3ra42525h
metal sulphide,2.7,False,none/unspecified,0,False,300.0,500.0,3.0,577.0,2.7611758131557314,c3ra42525h
ZnO,3.3,True,none/unspecified,0,True,300.0,500.0,3.0,240.0,2.380211241711606,c3ra42525h
xenon,2.7,False,ethanol,2,True,300.0,500.0,3.0,224.0,2.3502480183341627,c3ra42525h
CdS,2.4,True,none/unspecified,0,True,400.0,300.0,10.0,104947.0,5.020970028415632,d0nr05268j
CdS,2.4,True,none/unspecified,0,True,520.0,300.0,10.0,1900.0,3.278753600952829,d0nr05268j
ZnO,3.3,True,none/unspecified,0,False,420.0,300.0,8.0,5580.0,3.7466341989375787,c4ra10760h
ZnO,3.3,True,none/unspecified,0,False,420.0,300.0,8.0,5700.0,3.7558748556724915,c4ra10760h
ZnO,3.3,True,none/unspecified,0,False,420.0,300.0,8.0,6020.0,3.7795964912578244,c4ra10760h
Ni2P,2.7,False,none/unspecified,0,False,420.0,300.0,90.0,1200000.0,6.079181246047625,c9ta09897f
reduced graphene oxide,0.0,True,methanol,2,False,420.0,300.0,12.0,2500.0,3.3979400086720375,c8nj02348d
Ag,0.0,True,methanol,2,False,420.0,300.0,8.0,2465.0,3.391816923613249,c9ra05581a
CdMoO4,2.7,False,methanol,2,False,420.0,300.0,8.0,2194.0,3.3412366232386925,c9ra05581a
g-C3N4/Ti3C2,2.7,False,TEOA,3,True,420.0,300.0,30.0,5100.0,3.7075701760979363,c8cp01123k
ZnS,3.6,True,none/unspecified,0,True,420.0,300.0,8.0,26000.0,4.414973347970818,c7ra02565c
Pt–ZnS/CdS,2.7,False,none/unspecified,0,True,400.0,300.0,25.0,7700.0,3.886490725172482,c7ra02565c
Pt–ZnS/CdS,2.7,False,none/unspecified,0,True,400.0,300.0,25.0,21000.0,4.3222192947339195,c7ra02565c
"Zn(O, S)",2.7,False,ethanol,2,False,323.0,300.0,6.0,8160.0,3.9116901587538613,c9cy00502a
CdS/CoSe2,2.7,False,none/unspecified,0,True,420.0,150.0,8.0,82500.0,4.9164539485499255,c9cy00843h
PGA25,2.7,False,methanol,2,False,420.0,300.0,8.0,171.0,2.2329961103921536,c3ta14908k
PGA25,2.7,False,methanol,2,False,420.0,300.0,8.0,296.0,2.4712917110589387,c3ta14908k
g-C3N4,2.7,True,other,1,True,420.0,300.0,4.0,39.5,1.5965970956264601,c8nr00017d
MoO3/g-C3N4,2.7,False,other,1,True,420.0,300.0,4.0,145.7,2.16345955176999,c8nr00017d
MoO3/1T-MoS2/g-C3N4,2.7,False,other,1,True,420.0,300.0,4.0,513.0,2.7101173651118162,c8nr00017d
MoS2,1.8,True,none/unspecified,0,True,425.0,150.0,5.0,238000.0,5.376576957056512,c7ta00832e
CdS,2.4,True,none/unspecified,0,True,425.0,150.0,55.0,2500.0,3.3979400086720375,c7ta00832e
MoS2,1.8,True,none/unspecified,0,True,425.0,150.0,55.0,123300.0,5.090963076595732,c7ta00832e
MoS2/CdS,2.7,False,none/unspecified,0,True,425.0,150.0,55.0,43500.0,4.638489256954637,c7ta00832e
B-MoS2/CdS,2.7,False,none/unspecified,0,True,425.0,150.0,55.0,10200.0,4.008600171761918,c7ta00832e
CdS/Pt,2.7,False,none/unspecified,0,True,425.0,150.0,55.0,34900.0,4.54282542695918,c7ta00832e
CdS,2.4,True,none/unspecified,0,True,425.0,150.0,55.0,209800.0,5.321805483857539,c7ta00832e
CdS,2.4,True,none/unspecified,0,True,425.0,150.0,5.0,147370.0,5.168409083519626,c7ta00832e
Pt,0.0,True,TEOA,3,True,420.0,300.0,120.0,1136.8,3.0556840649194132,c9dt02938a
Pt,0.0,True,TEOA,3,True,420.0,300.0,120.0,7862.5,3.8955606584533253,c9dt02938a
ZnIn2S4,2.3,True,TEOA,3,False,420.0,300.0,8.0,332.0,2.5211380837040362,d0dt02141e
ZnS/ZIS-20,2.7,False,TEOA,3,False,420.0,300.0,8.0,453.4,2.6564815157904986,d0dt02141e
ZnIn2S4,2.3,True,TEOA,3,False,420.0,300.0,8.0,286.3,2.456821348021599,d0dt02141e
ZnIn2S4,2.3,True,TEOA,3,False,420.0,300.0,8.0,118.4,2.073351702386901,d0dt02141e
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,3.0,670.0,2.8260748027008264,c4ta02082k
TiO2/g-C3N4,2.7,False,none/unspecified,0,False,420.0,300.0,3.0,1058.0,3.024485667699167,c4ta02082k
TiO2,3.2,True,none/unspecified,0,False,420.0,350.0,2.0,17000.0,4.230448921378274,c3ce41505h
Zn0.5Cd0.5S,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,21819.0,4.338834842291097,d0ta09217g
ZCS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,754.0,2.877371345869774,d0ta09217g
ZCS,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,803.0,2.904715545278681,d0ta09217g
Co9S8,2.7,False,TEOA,3,False,485.0,300.0,5.0,0.93,-0.03151705144606486,d0cy00893a
Co9S8,2.7,False,TEOA,3,True,485.0,300.0,5.0,14.2,1.1522883443830565,d0cy00893a
Au/AgAu,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,4710.0,3.673020907128896,c9nr09696e
CuO,1.7,True,ethanol,2,False,420.0,300.0,8.0,20300.0,4.307496037913213,c6cy02328b
NiO,2.7,False,ethanol,2,False,420.0,300.0,8.0,24300.0,4.385606273598312,c6cy02328b
Cu/TiO2-400,2.7,False,glycerol,2,False,420.0,100.0,4.0,2400.0,3.380211241711606,c6cy02328b
Cu/TiO2-400,2.7,False,glycerol,2,False,420.0,100.0,4.0,9400.0,3.9731278535996988,c6cy02328b
Cu/TiO2-400,2.7,False,glycerol,2,False,420.0,100.0,4.0,15130.0,4.1798389280231865,c6cy02328b
TiO2,3.2,True,methanol,2,False,420.0,300.0,4.0,215.0,2.3324384599156054,c4ce00826j
BGCN,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,524.0,2.7193312869837265,c7nr05155g
Fe2O3,2.1,True,other,1,True,420.0,300.0,6.0,37.06,1.5689054149828787,c8ra04499f
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,8.0,373.2,2.571941635074462,c5nj00976f
CdS,2.4,True,none/unspecified,0,False,420.0,300.0,8.0,549.5,2.7399676967595092,c5nj00976f
graphene–CdMoO4,2.7,False,methanol,2,False,420.0,300.0,8.0,3624.0,3.5591881890047756,c8ra01557k
B-TiO2,2.7,False,methanol,2,True,400.0,300.0,20.0,500.0,2.6989700043360187,c6ra23838f
B-TiO2,2.7,False,methanol,2,False,400.0,300.0,25.0,330.0,2.5185139398778875,c6ra23838f
MoS2,1.8,True,methanol,2,False,400.0,300.0,25.0,160.0,2.2041199826559246,c6ra23838f
TiO2,3.2,True,methanol,2,False,420.0,300.0,8.0,3410.0,3.5327543789924976,d0cy00666a
{ 001 }-TiO2/CdSe,2.7,False,other,1,True,420.0,500.0,4.0,6800.0,3.832508912706236,c8nj00180d
TiO2/MoSx,2.7,False,methanol,2,True,420.0,3.0,8.0,971.4,2.9873980991370175,d0tc06095j
Ni12P5,2.7,False,TEOA,3,False,420.0,300.0,8.0,535.7,2.7289216463728594,c7ta04816e
TiO2,3.2,True,methanol,2,True,420.0,300.0,1.0,12.0,1.0791812460476249,b921157h
Ti-175,2.7,False,methanol,2,True,420.0,300.0,1.0,125.0,2.0969100130080562,b921157h
Ti-50,2.7,False,methanol,2,True,420.0,300.0,1.0,1852.0,3.2676409823459154,b921157h
P25 TiO2,2.7,False,methanol,2,True,420.0,300.0,1.0,1310.0,3.1172712956557644,b921157h
H2PtCl6,2.7,False,methanol,2,False,420.0,300.0,5.0,13000.0,4.113943352306837,c6ra27160j
g-C3N4.5,2.7,False,TEOA,3,True,510.0,250.0,1.0,8180.0,3.912753303671323,d0ta02734k
Chloroplatinic acid,2.7,False,TEOA,3,True,420.0,250.0,8.0,4170.0,3.6201360549737576,d0ta02734k
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,70.0,695.1,2.842047288509638,c9ta00765b
g-C3N4,2.7,True,TEOA,3,True,300.0,300.0,70.0,1892.4,3.2770129393765277,c9ta00765b
CoP,2.7,False,TEOA,3,True,300.0,300.0,70.0,956.8,2.9808211666443354,c9ta00765b
g-C3N4,2.7,True,TEOA,3,True,300.0,300.0,70.0,655.8,2.8167714123333463,c9ta00765b
FeP/g-C3N4,2.7,False,TEOA,3,True,300.0,300.0,70.0,296.3,2.471731651480051,c9ta00765b
Zn2GeO4,2.7,False,methanol,2,False,420.0,125.0,8.0,4900.0,3.690196080028514,c3ta11374d
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,24.0,72.0,1.8573324964312685,c7ta01031a
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,24.0,82.5,1.916453948549925,c7ta01031a
ZCS,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,15.0,160700.0,5.206015876763344,c8dt05087b
ZCS,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,15.0,6300.0,3.7993405494535817,c8dt05087b
Co3N,2.7,False,Na2S/Na2SO3,3,True,420.0,300.0,30.0,218800.0,5.340047317661393,c8dt05087b
BiOCl,2.7,False,other,1,False,420.0,300.0,5.0,1210.0,3.0827853703164503,d0ce01652g
Na2SO3,2.7,False,none/unspecified,0,False,420.0,300.0,5.0,10000.0,4.0,c4ra02604g
CoP,2.7,False,none/unspecified,0,True,400.0,300.0,5.0,47700.0,4.678518379040114,c9nj05977f
CdS,2.4,True,none/unspecified,0,False,485.0,300.0,5.0,4000.0,3.6020599913279625,c9nj05977f
CdS,2.4,True,none/unspecified,0,False,485.0,300.0,5.0,14400.0,4.158362492095249,c9nj05977f
CdS,2.4,True,none/unspecified,0,True,400.0,300.0,5.0,47400.0,4.675778341674085,c9nj05977f
CdS,2.4,True,none/unspecified,0,True,400.0,300.0,5.0,27000.0,4.431363764158987,c9nj05977f
ZnS/ZnO/ZnS,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,2080000.0,6.318063334962762,c8ta01846d
ZnS,3.6,True,none/unspecified,0,True,400.0,300.0,20.0,11.1,1.0453229787866574,c8ta01846d
ZnO,3.3,True,none/unspecified,0,True,400.0,300.0,20.0,8.15,0.9111576087399766,c8ta01846d
ZnO,3.3,True,none/unspecified,0,True,400.0,300.0,20.0,79.8,1.9020028913507294,c8ta01846d
ZnO,3.3,True,none/unspecified,0,True,400.0,300.0,20.0,22700.0,4.3560258571931225,c8ta01846d
Cu,0.0,True,none/unspecified,0,False,420.0,300.0,3.0,1970.0,3.294466226161593,c8nr06245e
Cu,0.0,True,none/unspecified,0,False,420.0,300.0,3.0,1060.0,3.0253058652647704,c8nr06245e
Ta2O5,2.7,False,methanol,2,True,400.0,300.0,8.0,55.0,1.7403626894942439,c4ta02991g
ZnS,3.6,True,none/unspecified,0,False,430.0,300.0,30.0,969.6,2.986592606822211,c4nr02368d
ZnS/carbon,2.7,False,none/unspecified,0,False,430.0,300.0,30.0,198.0,2.296665190261531,c4nr02368d
ZnS,3.6,True,none/unspecified,0,False,430.0,300.0,30.0,630.6,2.799753966411886,c4nr02368d
ZnS,3.6,True,none/unspecified,0,False,430.0,300.0,30.0,229.3,2.3604040547299387,c4nr02368d
g-C3N4,2.7,True,methanol,2,False,420.0,300.0,4.0,2.946,0.4692327425066121,c7cy00572e
g-C3N4,2.7,True,methanol,2,False,420.0,300.0,4.0,28.112,1.4488917441512197,c7cy00572e
OLHP,2.7,False,TEOA,3,True,420.0,400.0,4.0,79.46,1.900148560719344,d0ra03773g
OLHP,2.7,False,TEOA,3,True,420.0,400.0,4.0,90.0,1.954242509439325,d0ra03773g
N-GQD10,2.7,False,TEOA,3,True,420.0,400.0,4.0,167.8,2.2247919564926817,d0ra03773g
OLHP,2.7,False,TEOA,3,True,420.0,400.0,4.0,138.3,2.1408221801093106,d0ra03773g
Pt,0.0,True,none/unspecified,0,True,420.0,400.0,16.0,23.9,1.3783979009481377,d0ra03773g
g-C3N4,2.7,True,none/unspecified,0,True,420.0,0.225,3.0,67.0,1.8260748027008264,c7nr01237c
Pt,0.0,True,none/unspecified,0,True,420.0,0.225,3.0,266.0,2.424881636631067,c7nr01237c
C60,2.7,False,TEOA,3,True,420.0,300.0,3.0,4.0,0.6020599913279624,c7nr01237c
C60,2.7,False,TEOA,3,True,420.0,300.0,3.0,6.0,0.7781512503836436,c7nr01237c
C60:g-C3N4,2.7,False,TEOA,3,True,420.0,300.0,3.0,169.0,2.2278867046136734,c7nr01237c
Pt,0.0,True,none/unspecified,0,True,420.0,300.0,15.0,11700.0,4.068185861746161,c9cy01244c
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,15.0,2600.0,3.4149733479708178,c9cy01244c
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,15.0,69200.0,4.8401060944567575,c9cy01244c
AlN:Tb,2.7,False,TEOA,3,False,420.0,300.0,8.0,68.0,1.8325089127062364,c5ra15716a
TiO2,3.2,True,TEOA,3,True,400.0,300.0,3.0,120.0,2.0791812460476247,d0ta06281b
TiO2,3.2,True,TEOA,3,True,400.0,300.0,3.0,770.0,2.886490725172482,d0ta06281b
TiO2,3.2,True,TEOA,3,True,400.0,300.0,3.0,1560.0,3.1931245983544616,d0ta06281b
B-P25,2.7,False,TEOA,3,True,400.0,300.0,3.0,380.0,2.57978359661681,d0ta06281b
P25/Pt,2.7,False,TEOA,3,True,400.0,300.0,3.0,150.0,2.1760912590556813,d0ta06281b
Pt,0.0,True,TEOA,3,True,400.0,300.0,3.0,11530.0,4.061829307294699,d0ta06281b
B-P25,2.7,False,TEOA,3,True,400.0,300.0,3.0,3520.0,3.546542663478131,d0ta06281b
CdS,2.4,True,none/unspecified,0,True,450.0,300.0,5.0,825.0,2.916453948549925,c9nr07242j
CdS,2.4,True,none/unspecified,0,True,450.0,300.0,5.0,2264.0,3.354876422516234,c9nr07242j
TiO2,3.2,True,methanol,2,False,600.0,300.0,8.0,125.1,2.0972573096934197,c7ra03177g
Ag,0.0,True,methanol,2,False,600.0,300.0,8.0,531.9,2.7258299903205803,c7ra03177g
Ag,0.0,True,methanol,2,False,600.0,300.0,8.0,257.6,2.4109458586877746,c7ra03177g
CdS,2.4,True,none/unspecified,0,True,420.0,150.0,8.0,2380.0,3.376576957056512,c9ta03059j
SnS2,2.2,True,none/unspecified,0,True,420.0,150.0,8.0,35650.0,4.552059534187884,c9ta03059j
CoOx,2.7,False,none/unspecified,0,True,420.0,150.0,8.0,3500.0,3.5440680443502757,c9ta03059j
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,8.0,15590.0,4.192846115188842,c8cy00067k
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,0.5,151.75,2.1811286997472954,c9cp07002h
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,0.5,804.12,2.9053208639835395,c9cp07002h
CN-SO42−,2.7,False,TEOA,3,True,420.0,300.0,0.5,234.19,2.3695683465965476,c9cp07002h
dicyandiamide,2.7,False,TEOA,3,True,420.0,300.0,0.5,1105.09,3.0433976489819434,c9cp07002h
Ni(OH)2–CdS/g-C3N4,2.7,False,Na2S/Na2SO3,3,True,350.0,300.0,40.0,115.18,2.0613770741938877,c6nr00160b
Ni(OH)2,2.7,False,Na2S/Na2SO3,3,True,450.0,300.0,40.0,88.94,1.9490971251129159,c6nr00160b
Pt,0.0,True,Na2S/Na2SO3,3,True,450.0,300.0,40.0,16.12,1.2073650374690719,c6nr00160b
PDBA,2.7,False,TEOA,3,True,420.0,300.0,10.0,340.0,2.531478917042255,c9ta14047f
porphyrin,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,40800.0,4.61066016308988,d0nj03355c
ZnS,3.6,True,none/unspecified,0,False,420.0,300.0,8.0,22600.0,4.354108439147401,c9ra06919d
K0.5La0.5TiO3,2.7,False,methanol,2,True,420.0,300.0,8.0,50.97,1.707314633588708,c5dt03468j
TiO2,3.2,True,methanol,2,True,420.0,300.0,8.0,851.1,2.9299805905155147,c5dt03468j
K0.5La0.5TiO3,2.7,False,methanol,2,True,420.0,300.0,8.0,3164.2,3.500263926200883,c5dt03468j
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,8.0,17240.0,4.236537261488694,c7ta03191b
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,8.0,410.0,2.6127838567197355,c7ta03191b
carbon,2.7,False,methanol,2,False,300.0,4.0,24.0,25000.0,4.3979400086720375,c6gc01979j
g-C3N4,2.7,True,none/unspecified,0,False,405.0,300.0,8.0,2269.47,3.3559244462017714,c8dt03161d
Ni10,2.7,False,TEOA,3,True,420.0,500.0,8.0,313.2,2.495821753385906,c6cp05618k
pyridyl,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,410.0,2.6127838567197355,d0nj01534b
Pt,0.0,True,none/unspecified,0,False,420.0,300.0,8.0,14.99,1.1758016328482794,c5ta10194h
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,571.01,2.7566437140370743,c5ta10194h
TiO2-HF6,2.7,False,methanol,2,False,400.0,300.0,60.0,1354.0,3.1316186643491255,c8cy01016a
TiO2,3.2,True,methanol,2,True,420.0,300.0,30.0,6500.0,3.8129133566428557,c4nr02677b
g P25,2.7,False,methanol,2,True,420.0,300.0,10.0,900.0,2.9542425094393248,c4nr02677b
TiO2,3.2,True,methanol,2,True,420.0,300.0,10.0,2300.0,3.361727836017593,c4nr02677b
BTO,2.7,False,methanol,2,False,420.0,300.0,30.0,21.2,1.3263358609287514,c7cy01162h
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,1596.0,3.2030328870147105,c9dt01261c
NaCCN,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,413.0,2.615950051656401,d0ta01584a
BCN,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,59.0,1.7708520116421442,d0ta01584a
BCN,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,758.0,2.8796692056320534,d0ta01584a
KCCN,2.7,False,TEOA,3,True,420.0,300.0,1.0,664.0,2.8221680793680175,d0ta01584a
BCN,2.7,False,TEOA,3,True,420.0,300.0,1.0,1948.0,3.2895889525425965,d0ta01584a
Rh,0.0,True,methanol,2,True,420.0,300.0,8.0,83.64,1.9224140241456342,d0ra02214d
Ta2O5 @ TaON,2.7,False,methanol,2,True,420.0,300.0,8.0,39.41,1.595606434865603,d0ra02214d
g-C3N4,2.7,True,TEOA,3,True,400.0,300.0,5.0,1586.0,3.200303182981585,c8ra09806a
MoSx,2.7,False,TEOA,3,True,400.0,300.0,5.0,23.0,1.3617278360175928,c8ra09806a
Pt/TiO2,2.7,False,ethanol,2,True,420.0,300.0,3.0,5180.0,3.714329759745233,c5ra17732d
Au,0.0,True,ethanol,2,True,420.0,300.0,3.0,7190.0,3.8567288903828825,c5ra17732d
TiO2,3.2,True,ethanol,2,True,420.0,300.0,3.0,85.0,1.9294189257142926,c5ra17732d
dibenzothiophene dioxide,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,3680.0,3.5658478186735176,d0na01011a
BCN,2.7,False,TEOA,3,False,400.0,300.0,5.0,30.68,1.4868553552769432,d0dt03445b
BCN,2.7,False,TEOA,3,False,400.0,300.0,5.0,2.18,0.33845649360460484,d0dt03445b
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,5.0,2945.47,3.469154603748024,d0dt03445b
metal oxides,2.7,False,TEOA,3,True,420.0,300.0,5.0,3505.46,3.5447450158414644,d0dt03445b
Au,0.0,True,none/unspecified,0,False,420.0,300.0,4.0,1.75,0.24303804868629444,c7nr09362d
ReS2,2.7,False,none/unspecified,0,False,420.0,300.0,4.0,3.84,0.5843312243675308,c7nr09362d
MoS2,1.8,True,none/unspecified,0,False,420.0,300.0,4.0,15.92,1.2019430634016501,c7nr09362d
Au/MoS2,2.7,False,none/unspecified,0,False,420.0,300.0,4.0,23.04,1.3624824747511743,c7nr09362d
g-C3N4–MoS2–Ni,2.7,False,TEOA,3,True,420.0,300.0,8.0,1920.0,3.2833012287035497,c9tc03951a
g-C3N4–MoS2–Ni,2.7,False,TEOA,3,True,420.0,300.0,8.0,22.2,1.3463529744506386,c9tc03951a
CMFe,2.7,False,TEOA,3,True,420.0,300.0,8.0,1310.0,3.1172712956557644,c9tc03951a
g-C3N4,2.7,True,TEOA,3,True,420.0,300.0,8.0,5120.0,3.709269960975831,c9tc03951a
TiO2,3.2,True,none/unspecified,0,False,420.0,300.0,8.0,6500.0,3.8129133566428557,c7dt00827a
W-TiO2/Au-D,2.7,False,methanol,2,False,420.0,300.0,8.0,24000.0,4.380211241711606,c6ce02417c
W-TiO2,2.7,False,methanol,2,False,420.0,1.0,1.0,1000.0,3.0,c6ce02417c
H0.53WO3/CdS,2.7,False,Na2S/Na2SO3,3,False,420.0,300.0,15.0,2083.0,3.318689269947746,c8ta08914k
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,3100.0,3.4913616938342726,d0cp00132e
g-C3N4,2.7,True,none/unspecified,0,False,420.0,300.0,8.0,710.0,2.8512583487190755,d0cp00132e
g-C3N4,2.7,True,TEOA,3,True,252.5,300.0,4.0,3600.0,3.5563025007672873,d0cp00132e
TiO2nanosheets,2.7,False,Na2S/Na2SO3,3,True,500.0,350.0,60.0,736.0,2.866877814337499,c1nr10610d
C,2.7,False,TEOA,3,True,400.0,300.0,1.0,39.18,1.5930644316587175,c5ra18302b
C,2.7,False,TEOA,3,True,460.0,300.0,8.0,3.59,0.5550944485783191,c5ra18302b
C,2.7,False,TEOA,3,True,460.0,300.0,8.0,1.84,0.2648178230095365,c5ra18302b
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,10.0,40000.0,4.6020599913279625,c7cy02162c
CdS,2.4,True,none/unspecified,0,True,420.0,300.0,10.0,136660.0,5.135641416386668,c7cy02162c
MWO/CdS,2.7,False,none/unspecified,0,True,420.0,300.0,10.0,54030.0,4.732634967539195,c7cy02162c
Zn0.2Cd0.8S-DETA,2.7,False,none/unspecified,0,True,420.0,300.0,8.0,12718.0,4.104418820647595,c7dt01892d
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,49.0,1.6901960800285136,c9nr02714a
g-C3N4,2.7,True,none/unspecified,0,True,420.0,300.0,8.0,1857.0,3.2688119037397803,c9nr02714a
MoS2,1.8,True,TEOA,3,True,325.0,300.0,8.0,194.0,2.287801729930226,c9nr02714a
Pt,0.0,True,other,1,False,420.0,300.0,8.0,22108.0,4.344549455909737,c8nr05270k
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,30.0,364.0,2.561101383649056,d0nj03695a
g-C3N4,2.7,True,TEOA,3,False,420.0,300.0,30.0,52.0,1.7160033436347992,d0nj03695a
reduced graphene oxide/SiC,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,42.4,1.6273658565927327,c5nr01742d
C-SiC,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,7.41,0.8698182079793282,c5nr01742d
Si7BC8,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,108.4,2.0350292822023683,c5nr01742d
Si7BC8,2.7,False,none/unspecified,0,False,420.0,300.0,8.0,81.0,1.9084850188786497,c5nr01742d
UiO-66,2.7,False,methanol,2,True,420.0,500.0,12.0,6526.0,3.814647069451856,d0ta00901f
COF,2.7,False,methanol,2,True,420.0,500.0,12.0,7178.0,3.856003453997221,d0ta00901f
TFPT–DETH,2.7,False,methanol,2,True,420.0,500.0,12.0,2301.0,3.3619166186686433,d0ta00901f
TiO2,3.2,True,methanol,2,False,420.0,400.0,8.0,18.3,1.2624510897304295,c1jm11992c
TiO2,3.2,True,methanol,2,False,420.0,400.0,8.0,17.6,1.24551266781415,c1jm11992c
CuS–TiO2,2.7,False,none/unspecified,0,False,500.0,400.0,2.0,458.0,2.660865478003869,c6nj02241c
Fe2O3,2.1,True,ethanol,2,True,420.0,240.0,4.0,350.0,2.5440680443502757,c3nr02195e
Co(OH)2,2.7,False,ethanol,2,True,420.0,240.0,4.0,546.0,2.7371926427047373,c3nr02195e
TiO2nanoparticles,2.7,False,ethanol,2,True,420.0,300.0,4.0,500.0,2.6989700043360187,c3nr02195e
ZnMoS4,2.7,False,none/unspecified,0,True,370.0,300.0,8.0,1190.0,3.0755469613925306,c8ta02763c
ZnMoS4,2.7,False,none/unspecified,0,True,325.0,300.0,8.0,5790.0,3.762678563727436,c8ta02763c
ZnMoS4,2.7,False,none/unspecified,0,True,325.0,300.0,8.0,19380.0,4.287353772714747,c8ta02763c
ZnS,3.6,True,none/unspecified,0,True,325.0,300.0,8.0,1530.0,3.184691430817599,c8ta02763c
