material,n,median_rate,p25,p75,bandgap_eV,bandgap_known
MnS,1,4.0,4.0,4.0,2.7,False
MnOx/CdS/CuS,1,2425.4,2425.4,2425.4,2.7,False
MnOx,1,1830.0,1830.0,1830.0,2.7,False
MnO2/SiO2,1,5100.0,5100.0,5100.0,2.7,False
CdS/Co2P,1,184480.0,184480.0,184480.0,2.7,False
CdS/Co9S8,1,1060.0,1060.0,1060.0,2.7,False
Mn3O4,1,135.0,135.0,135.0,2.7,False
Mn2O3,1,25.36,25.36,25.36,2.7,False
CdS/CoO,1,6450.0,6450.0,6450.0,2.7,False
Mn0.5Cd0.5S/CoP,1,65324.0,65324.0,65324.0,2.7,False
CdS/CoP-RGO,1,32606.0,32606.0,32606.0,2.7,False
CdS/KPW,1,568.0,568.0,568.0,2.7,False
Mn0.2Cd0.8S/NiWO4,1,17760.0,17760.0,17760.0,2.7,False
Mn0.2Cd0.8S/CoN,1,14612.0,14612.0,14612.0,2.7,False
CdS/Cu2S-30,1,14400.0,14400.0,14400.0,2.7,False
CdS/CuS,1,295.0,295.0,295.0,2.7,False
Mn0.24Cd0.76S,1,10900.0,10900.0,10900.0,2.7,False
Mn0.15Cd0.85S,1,2400.0,2400.0,2400.0,2.7,False
Mn0.05Cd0.95S/NiSe2,1,14300.0,14300.0,14300.0,2.7,False
Mn0.05Cd0.95S,1,540.0,540.0,540.0,2.7,False
Mg–TiO2,1,850.0,850.0,850.0,2.7,False
CdS/DETA24,1,8059.5,8059.5,8059.5,2.7,False
MgAl,1,1811.0,1811.0,1811.0,2.7,False
Mg-TiO2,1,850.0,850.0,850.0,2.7,False
CdS/CoSe2,1,82500.0,82500.0,82500.0,2.7,False
Cu:TiO2,1,16000.0,16000.0,16000.0,2.7,False
Cu9S5,1,14590.0,14590.0,14590.0,2.7,False
Cu7S4,1,25540.0,25540.0,25540.0,2.7,False
CoMoS2,1,684.0,684.0,684.0,2.7,False
Cu3P/ZnIn2S4,1,2561.1,2561.1,2561.1,2.7,False
Cu3P/TiO2,1,6315.8,6315.8,6315.8,2.7,False
Cu31S16,1,130.7,130.7,130.7,2.7,False
CoNiP–PCN,1,239.3,239.3,239.3,2.7,False
Cu2WS4,1,8600.0,8600.0,8600.0,2.7,False
Cu2S/Zn0.5Cd0.5S,1,4923.5,4923.5,4923.5,2.7,False
Cu2S-MoO3,1,21.568,21.568,21.568,2.7,False
Cu2O–TiO2/rGO,1,110968.0,110968.0,110968.0,2.7,False
H2O,1,401.0,401.0,401.0,2.7,False
Cu2O–Cu2O,1,0.27,0.27,0.27,2.7,False
Cu2Oocta-MoS2,1,54.6,54.6,54.6,2.7,False
Cu2Ocube-MoS2,1,133.8,133.8,133.8,2.7,False
CoO/C3N4,1,6800.0,6800.0,6800.0,2.7,False
Cu2O/TiO2,1,5100.0,5100.0,5100.0,2.7,False
Cu2O/RGO,1,4530.0,4530.0,4530.0,2.7,False
Cu2O/P25,1,2048.25,2048.25,2048.25,2.7,False
Cu2O/Cu7S4,1,1689.0,1689.0,1689.0,2.7,False
Cu2O/Cu/TiO2,1,48.25,48.25,48.25,2.7,False
CoO/NiCo,1,1500.0,1500.0,1500.0,2.7,False
Cu2O/C3N4,1,622.0,622.0,622.0,2.7,False
CoP-CdS,1,254000.0,254000.0,254000.0,2.7,False
Cu2O–TiO2,1,16656.0,16656.0,16656.0,2.7,False
Co3O4/ZnO–10,1,224.0,224.0,224.0,2.7,False
CuO/CF/TiO2,1,2000.0,2000.0,2000.0,2.7,False
Co3O4/g-C3N4,1,50.0,50.0,50.0,2.7,False
Co3S4,1,2040.0,2040.0,2040.0,2.7,False
Co3S4/Co-CdS,1,15170.0,15170.0,15170.0,2.7,False
CuNi2S4,1,3754.3,3754.3,3754.3,2.7,False
Co4N-WNx-CdS,1,14420.0,14420.0,14420.0,2.7,False
Co4S3/CdS(0.2),1,5892.6,5892.6,5892.6,2.7,False
CuMgCr,1,452.9,452.9,452.9,2.7,False
CuMgCe,1,304.7,304.7,304.7,2.7,False
CuMgAl,1,279.2,279.2,279.2,2.7,False
CoCl2.6H2O,1,1749.0,1749.0,1749.0,2.7,False
CuAg)0.15In0.3Zn1.4S2,1,1750.0,1750.0,1750.0,2.7,False
CuHCo,1,2860.0,2860.0,2860.0,2.7,False
CuGaS2–ZnS,1,750.0,750.0,750.0,2.7,False
CuGaS2,1,37.0,37.0,37.0,2.7,False
CuFe2O4-TiO2,1,35981.0,35981.0,35981.0,2.7,False
CoFe2O4,1,28.0,28.0,28.0,2.7,False
CuCoFeO4,1,2460.0,2460.0,2460.0,2.7,False
CuCo7:3,1,10.0,10.0,10.0,2.7,False
CuCo2S4,1,25900.0,25900.0,25900.0,2.7,False
CuCo2O4/TiO2,1,4830.0,4830.0,4830.0,2.7,False
CuCNTNF,1,1200.0,1200.0,1200.0,2.7,False
CuCNBTNF-20,1,2100.0,2100.0,2100.0,2.7,False
CuCNBTNF,1,2600.0,2600.0,2600.0,2.7,False
CuIn-CdS10,1,105440.0,105440.0,105440.0,2.7,False
CoTi-2.9,1,2170.0,2170.0,2170.0,2.7,False
CoTi-2.9im,1,1240.0,1240.0,1240.0,2.7,False
Cu-g-C3N4,1,590.0,590.0,590.0,2.7,False
CoTiO3/g-C3N4,1,858.0,858.0,858.0,2.7,False
Cu-Red/TiO2,1,452.0,452.0,452.0,2.7,False
Cu-CP,1,430.0,430.0,430.0,2.7,False
Cu(X),1,800.0,800.0,800.0,2.7,False
Cu(OH)2/TNTs,1,14940.0,14940.0,14940.0,2.7,False
Cobalt phosphide,1,19373.0,19373.0,19373.0,2.7,False
Cu(OH),1,207.0,207.0,207.0,2.7,False
Cu(1 %):TiO2,1,8500.0,8500.0,8500.0,2.7,False
Cu @ Cu2O @ C,1,2500.0,2500.0,2500.0,2.7,False
Cu2O /(001)TiO2 @ Ti3C2Tx,1,600.0,600.0,600.0,2.7,False
CoxP/CdS,1,500000.0,500000.0,500000.0,2.7,False
CsTaWO6/Au/g-C3N4,1,9.16,9.16,9.16,2.7,False
Cs6H[Si(NbO2)3W9O37]· 8H2O,1,0.38,0.38,0.38,2.7,False
Cs2O,1,73.2,73.2,73.2,2.7,False
CrOx,1,21100.0,21100.0,21100.0,2.7,False
CrN–CdS,1,910.0,910.0,910.0,2.7,False
CrN-5-CdS,1,790.0,790.0,790.0,2.7,False
Co–C @ Co9S8,1,6250.0,6250.0,6250.0,2.7,False
Cr0.5Ti0.5N–CdS,1,2440.0,2440.0,2440.0,2.7,False
Cr0.5Ti0.5N,1,650.0,650.0,650.0,2.7,False
Co–C3N4/BiPO4,1,23.9,23.9,23.9,2.7,False
Co–P/ZIS,1,7840.0,7840.0,7840.0,2.7,False
Cu (,1,4520.0,4520.0,4520.0,2.7,False
Cu2Ni1–ZIS,1,7825.0,7825.0,7825.0,2.7,False
CoP3,1,20750.0,20750.0,20750.0,2.7,False
Cu2 +,1,230.0,230.0,230.0,2.7,False
CoS/g-C3N4,1,304.0,304.0,304.0,2.7,False
Cu1.94S–ZnxCd1−xS,1,7735.0,7735.0,7735.0,2.7,False
Cu1.94S/Zn0.33Cd0.77S,1,7735.0,7735.0,7735.0,2.7,False
Cu1.94S,1,20.0,20.0,20.0,2.7,False
Cu1.5TNR,1,1205.0,1205.0,1205.0,2.7,False
CoS/rGO/C3N4,1,381.0,381.0,381.0,2.7,False
Cu0.5Co2.5S4,1,6810.0,6810.0,6810.0,2.7,False
CoS/rGO/g-C3N4,1,400.0,400.0,400.0,2.7,False
Cu/rGO,1,35000.0,35000.0,35000.0,2.7,False
Cu/CuO/TiO2,1,851.0,851.0,851.0,2.7,False
Cu/TiO2−x/CoP,1,378.0,378.0,378.0,2.7,False
CoSx/Mn0.5Cd0.5S,1,9040.0,9040.0,9040.0,2.7,False
Cu/TiO2-1.9,1,6300.0,6300.0,6300.0,2.7,False
CoSx/SCN,1,524.94,524.94,524.94,2.7,False
CoSx/TCN,1,439.65,439.65,439.65,2.7,False
Cu/TiNs,1,405.0,405.0,405.0,2.7,False
Cu/TNW,1,1300.0,1300.0,1300.0,2.7,False
Cu/SrTiO3-PD4,1,76.4,76.4,76.4,2.7,False
Cu/SnS2-x,1,1370.0,1370.0,1370.0,2.7,False
Cu/S-TiO2,1,7500.0,7500.0,7500.0,2.7,False
Cu/Ni,1,58330.0,58330.0,58330.0,2.7,False
CoSx/TiO2,1,838.9,838.9,838.9,2.7,False
CoSx/BCN,1,62.92,62.92,62.92,2.7,False
FeS–FeSe2,1,220.0,220.0,220.0,2.7,False
FeSe2/CNNS,1,1655.6,1655.6,1655.6,2.7,False
Co-MnO2 @ CdS/CoS-3,1,112200.0,112200.0,112200.0,2.7,False
Co/ACN,1,472.2,472.2,472.2,2.7,False
FePS3,1,305.6,305.6,305.6,2.7,False
FeP/g-C3N4,1,296.3,296.3,296.3,2.7,False
FeP,1,43.72,43.72,43.72,2.7,False
FeOx,1,318.0,318.0,318.0,2.7,False
FeOOH,1,212.7,212.7,212.7,2.7,False
FeNiS/CdS,1,3200.0,3200.0,3200.0,2.7,False
FeCoPOy,1,687.0,687.0,687.0,2.7,False
Fe3O4/VAN @ MIL-101(Fe,1,584.0,584.0,584.0,2.7,False
CuOx,1,621.0,621.0,621.0,2.7,False
Fe2P,1,220000.0,220000.0,220000.0,2.7,False
Co/TiO2,1,500.0,500.0,500.0,2.7,False
Co0.2Cd0.8S,1,19200.0,19200.0,19200.0,2.7,False
Fe2N,1,12260.0,12260.0,12260.0,2.7,False
Fe2 +,1,1.59,1.59,1.59,2.7,False
Fe0.5Co0.5P/CdS,1,13840.0,13840.0,13840.0,2.7,False
Fe0.4Pt0.6–ZnCdS,1,1867.0,1867.0,1867.0,2.7,False
Fe0.4Co0.6P/CdS,1,18270.0,18270.0,18270.0,2.7,False
Fe0.3Pt0.7–ZnCdS,1,2265.0,2265.0,2265.0,2.7,False
Fe/TiO2,1,248.2,248.2,248.2,2.7,False
Fe-TiO2,1,361.64,361.64,361.64,2.7,False
Fe-Ni-S,1,33.0,33.0,33.0,2.7,False
Co/Ti,1,197.0,197.0,197.0,2.7,False
H2Ca4Ta2Nb4O20,1,8500.0,8500.0,8500.0,2.7,False
CeO2–TiO2,1,1185.0,1185.0,1185.0,2.7,False
CeO2−xSx,1,103.0,103.0,103.0,2.7,False
Chloroplatinic acid,1,4170.0,4170.0,4170.0,2.7,False
H0.53WO3,1,820.0,820.0,820.0,2.7,False
Cl-C3N4-3,1,537.1,537.1,537.1,2.7,False
H-CdS,1,4390.0,4390.0,4390.0,2.7,False
H-CN,1,1817.9,1817.9,1817.9,2.7,False
H-C3N4,1,10100.0,10100.0,10100.0,2.7,False
Co @ BN,1,13780.0,13780.0,13780.0,2.7,False
GeS2,1,144.0,144.0,144.0,2.7,False
GeCH3,1,170.0,170.0,170.0,2.7,False
FeTiO2,1,255000.0,255000.0,255000.0,2.7,False
Co(OH),1,746.93,746.93,746.93,2.7,False
GaN @ ZnO,1,603.0,603.0,603.0,2.7,False
Co(OH)2,1,546.0,546.0,546.0,2.7,False
Co(dcbpy)2(NCS)2,1,256.8,256.8,256.8,2.7,False
GZS2hN1,1,6130.0,6130.0,6130.0,2.7,False
Co(dcbpy)2(NCS)2/CQDs/CN,1,295.9,295.9,295.9,2.7,False
GO–TiO2,1,736.0,736.0,736.0,2.7,False
GO/ZnO/CdS,1,1824.0,1824.0,1824.0,2.7,False
GO/TiO2,1,6112.0,6112.0,6112.0,2.7,False
GCNF,1,878.9,878.9,878.9,2.7,False
GCN-B,1,339.4,339.4,339.4,2.7,False
Co-2TPABTz,1,460.0,460.0,460.0,2.7,False
Ge,1,101.05,101.05,101.05,2.7,False
C–Nb2O5,1,830.0,830.0,830.0,2.7,False
C–C,1,96.7,96.7,96.7,2.7,False
Cys,1,218000.0,218000.0,218000.0,2.7,False
Cu–TiO2,1,5353.0,5353.0,5353.0,2.7,False
Cu–Cu2O,1,0.43,0.43,0.43,2.7,False
CuxZn1-xS,1,595.0,595.0,595.0,2.7,False
Co3O4 001,1,47.9,47.9,47.9,2.7,False
CuxO/Cu0,1,426.0,426.0,426.0,2.7,False
CuZnIn,1,410.0,410.0,410.0,2.7,False
CuZn-TiO2,1,9589.0,9589.0,9589.0,2.7,False
CuY0.08Fe1.92O4–CuCo2O4,1,2770.0,2770.0,2770.0,2.7,False
Co3O4 011,1,118.9,118.9,118.9,2.7,False
Fe-MCM-41,1,112.5,112.5,112.5,2.7,False
CuS–TiO2,1,458.0,458.0,458.0,2.7,False
Co3O4 112,1,132.2,132.2,132.2,2.7,False
CuS–MoS2–1 T,1,241.1,241.1,241.1,2.7,False
Co3O4/BiVO4-MoS2/CdS,1,5740.0,5740.0,5740.0,2.7,False
CuS–C3N4,1,1602.0,1602.0,1602.0,2.7,False
Co3O4/Cd0.9Zn0.1S,1,26240.0,26240.0,26240.0,2.7,False
CuS/Mn0.3Cd0.7S,1,106840.0,106840.0,106840.0,2.7,False
CuS/CdIn2S4/ZnIn2S4,1,233.9,233.9,233.9,2.7,False
Co3O4/TiO2-0.04,1,24.2,24.2,24.2,2.7,False
CuO–ZnO,1,4604.0,4604.0,4604.0,2.7,False
CuO–TiO2,1,69.78,69.78,69.78,2.7,False
CuOx/P25,1,3203.0,3203.0,3203.0,2.7,False
CuTi(2),1,360.0,360.0,360.0,2.7,False
Fe(0.5 wt %)-TiO2,1,22.24,22.24,22.24,2.7,False
Co0.8Ni0.2Ta2O6,1,1367.0,1367.0,1367.0,2.7,False
FT-0.5,1,10100.0,10100.0,10100.0,2.7,False
FNC15,1,167.0,167.0,167.0,2.7,False
FCN-3,1,5000.0,5000.0,5000.0,2.7,False
Co2P(8)-TiO2,1,4800.0,4800.0,4800.0,2.7,False
F-CN,1,114.5,114.5,114.5,2.7,False
F-C3N4,1,477.6,477.6,477.6,2.7,False
F,1,8.4,8.4,8.4,2.7,False
Eu-TiO2/graphene,1,100.0,100.0,100.0,2.7,False
Co2P(8)-ZCS,1,68020.0,68020.0,68020.0,2.7,False
Co2P(8)-g-C3N4,1,8.13,8.13,8.13,2.7,False
C–TiO2,1,20.0,20.0,20.0,2.7,False
Co2P/ZIS,1,7930.0,7930.0,7930.0,2.7,False
Er B,1,36830.0,36830.0,36830.0,2.7,False
Co2P/g-C3N4,1,3156.0,3156.0,3156.0,2.7,False
D–A triazine,1,1000.0,1000.0,1000.0,2.7,False
DTBT-,1,804.0,804.0,804.0,2.7,False
DPTFNO,1,570.0,570.0,570.0,2.7,False
DPTFBr,1,7330.0,7330.0,7330.0,2.7,False
DPTF,1,120.0,120.0,120.0,2.7,False
DMF,1,25578.0,25578.0,25578.0,2.7,False
Co3 +-phosphate,1,2.4,2.4,2.4,2.7,False
DFBZ,1,14850.0,14850.0,14850.0,2.7,False
DCDA,1,13000.0,13000.0,13000.0,2.7,False
Co3N,1,218800.0,218800.0,218800.0,2.7,False
Erythrosin B,1,5000.0,5000.0,5000.0,2.7,False
CN-UMF,1,2040.0,2040.0,2040.0,2.7,False
PC-10,1,1464.0,1464.0,1464.0,2.7,False
PC,1,252.02,252.02,252.02,2.7,False
PANI @ CdS,1,310.0,310.0,310.0,2.7,False
P60,1,1295.0,1295.0,1295.0,2.7,False
P6,1,1660.0,1660.0,1660.0,2.7,False
CN/BCN,1,3357.1,3357.1,3357.1,2.7,False
P25/CdS,1,35300.0,35300.0,35300.0,2.7,False
P25-TiO2,1,1920.0,1920.0,1920.0,2.7,False
CN/Fe2P,1,5750.0,5750.0,5750.0,2.7,False
P2,1,226.6,226.6,226.6,2.7,False
P-g-C3N4,1,4030.000000000001,4030.000000000001,4030.000000000001,2.7,False
MoS2–Bi12O17Cl2,1,33000.0,33000.0,33000.0,2.7,False
P-ZnS,1,3710.0,3710.0,3710.0,2.7,False
P-Zn,1,17530.0,17530.0,17530.0,2.7,False
P-TiO2,1,340.0,340.0,340.0,2.7,False
CN/FeNi7.47P/g-C3N4,1,9390.0,9390.0,9390.0,2.7,False
P-CdS,1,11360.0,11360.0,11360.0,2.7,False
CN/MoS2-3,1,385.04,385.04,385.04,2.7,False
P-25/MoS2,1,74.98,74.98,74.98,2.7,False
CN/Pt,1,5730.0,5730.0,5730.0,2.7,False
CN/TCT,1,73.31,73.31,73.31,2.7,False
O–CN/TiO2,1,566.0,566.0,566.0,2.7,False
OWS,1,2.7,2.7,2.7,2.7,False
CN/TiO2,1,71.5,71.5,71.5,2.7,False
P-ZnS-20,1,2860.0,2860.0,2860.0,2.7,False
PPy,1,364.2,364.2,364.2,2.7,False
CN-Pt,1,0.5,0.5,0.5,2.7,False
PPDI,1,385.0,385.0,385.0,2.7,False
CN-S,1,586.0,586.0,586.0,2.7,False
POM-TiO2,1,4500.0,4500.0,4500.0,2.7,False
POM,1,10000.0,10000.0,10000.0,2.7,False
PNS,1,1169.4,1169.4,1169.4,2.7,False
PHIC,1,2700000.0,2700000.0,2700000.0,2.7,False
PHI,1,714000.0,714000.0,714000.0,2.7,False
PHA-Mo2C,1,12560.0,12560.0,12560.0,2.7,False
CN-SO42−,1,234.19,234.19,234.19,2.7,False
PF6−,1,0.81,0.81,0.81,2.7,False
PCN-0.2,1,6437.0,6437.0,6437.0,2.7,False
PDPP3B-O8,1,500.0,500.0,500.0,2.7,False
PDPP3B-O4,1,5530.0,5530.0,5530.0,2.7,False
PDPP3B-C8,1,58.0,58.0,58.0,2.7,False
PDI-1,1,1320.0,1320.0,1320.0,2.7,False
PDBTSO @ TiO2-5,1,9000.0,9000.0,9000.0,2.7,False
PDBTSO,1,51500.0,51500.0,51500.0,2.7,False
PDBA,1,340.0,340.0,340.0,2.7,False
PDA,1,815.3,815.3,815.3,2.7,False
PCTF-8,1,1185.0,1185.0,1185.0,2.7,False
PCNT-3-5,1,3600.5,3600.5,3600.5,2.7,False
PCNT,1,2020.0,2020.0,2020.0,2.7,False
PCN-PCN-9,1,33.5,33.5,33.5,2.7,False
PF3T,1,1095.0,1095.0,1095.0,2.7,False
NiSx,1,35700.0,35700.0,35700.0,2.7,False
CN−xMoP,1,1310.0,1310.0,1310.0,2.7,False
NiSCN,1,2021.3,2021.3,2021.3,2.7,False
NiS2/CIZS,1,1031.0,1031.0,1031.0,2.7,False
COPs,1,404.0,404.0,404.0,2.7,False
NiS/ZIS,1,13570.0,13570.0,13570.0,2.7,False
NiS/SO,1,1239.3,1239.3,1239.3,2.7,False
CS @ Au/ZnO,1,2384.0,2384.0,2384.0,2.7,False
NiS/Cd0.4Zn0.6S,1,1200.0,1200.0,1200.0,2.7,False
NiS-CdS/α-Fe2O3,1,45000.0,45000.0,45000.0,2.7,False
NiS-20/g-C3N4,1,7000.0,7000.0,7000.0,2.7,False
NiS(),1,487.0,487.0,487.0,2.7,False
OV-BOC,1,7.1,7.1,7.1,2.7,False
CSACN,1,589.01,589.01,589.01,2.7,False
NiO–TiO2–N2,1,1410.0,1410.0,1410.0,2.7,False
NiO–TiO2,1,840.0,840.0,840.0,2.7,False
CSZS,1,150.0,150.0,150.0,2.7,False
CSZS–VZn,1,80.0,80.0,80.0,2.7,False
NiOx/Bi2−xLaxAlNbO7(0 ≤ x ≤ 0.5),1,141.4,141.4,141.4,2.7,False
CT,1,25600.0,25600.0,25600.0,2.7,False
CTF/Pt,1,167.5,167.5,167.5,2.7,False
NiO/Ni/TiO2,1,4653.0,4653.0,4653.0,2.7,False
NiO/Ga2BiSbO7,1,40.343,40.343,40.343,2.7,False
NiO/CdS-Bi2MoO6showed,1,6200.0,6200.0,6200.0,2.7,False
NiO-TiO2-x/C-T650,1,1550.0,1550.0,1550.0,2.7,False
CS5,1,247.72,247.72,247.72,2.7,False
OMBT,1,10000.0,10000.0,10000.0,2.7,False
OH−,1,130.0,130.0,130.0,2.7,False
OH/• OH,1,1850.0,1850.0,1850.0,2.7,False
OH-CN,1,443.1,443.1,443.1,2.7,False
CN/ZCS,1,142800.0,142800.0,142800.0,2.7,False
OCNT,1,5470.0,5470.0,5470.0,2.7,False
OCN-2,1,14756.0,14756.0,14756.0,2.7,False
CN190,1,1161.8,1161.8,1161.8,2.7,False
O2ONT,1,1794.0,1794.0,1794.0,2.7,False
O2,1,22.8,22.8,22.8,2.7,False
O-gC3N4/2B-rGO,1,273.1,273.1,273.1,2.7,False
CNP,1,7525000.0,7525000.0,7525000.0,2.7,False
CN−5MoP,1,32.0,32.0,32.0,2.7,False
Ni–P @ C/ZIS,1,5645.0,5645.0,5645.0,2.7,False
Ni–P @ C,1,7809.0,7809.0,7809.0,2.7,False
CNQD,1,285.5,285.5,285.5,2.7,False
NixP,1,18160.0,18160.0,18160.0,2.7,False
CNSP,1,8163.5,8163.5,8163.5,2.7,False
CNSi,1,2240.0,2240.0,2240.0,2.7,False
CNU-I50,1,2027.0,2027.0,2027.0,2.7,False
"Nickel titanate, NiTiO3",1,2.2,2.2,2.2,2.7,False
NiTiO3/TiO2,1,11500.0,11500.0,11500.0,2.7,False
CN–ZCS–NiS,1,53190.0,53190.0,53190.0,2.7,False
NiTe1 + x/TiO2,1,3302.0,3302.0,3302.0,2.7,False
NiT-500,1,1042.0,1042.0,1042.0,2.7,False
Ni–ZnO,1,5.01,5.01,5.01,2.7,False
Pt/IrO2/C3N4,1,4670.0,4670.0,4670.0,2.7,False
Pt/Ga2BiSbO7,1,50.05,50.05,50.05,2.7,False
CF05,1,537.0,537.0,537.0,2.7,False
Pt/CdS/RGO,1,154.76,154.76,154.76,2.7,False
CFO,1,204.6,204.6,204.6,2.7,False
Pt/CdS @ Al2O3,1,62.1,62.1,62.1,2.7,False
CFP-20,1,9.8,9.8,9.8,2.7,False
Pt/CdLa2S4,1,1734.7,1734.7,1734.7,2.7,False
Pt/Cd1−xZnxS/ZnO/Zn(OH)2,1,3400.0,3400.0,3400.0,2.7,False
Pt/CIS,1,486.0,486.0,486.0,2.7,False
Pt/CCNU,1,4680.0,4680.0,4680.0,2.7,False
Pt-pCN-TEOA,1,290.4,290.4,290.4,2.7,False
PPy-6,1,617.2,617.2,617.2,2.7,False
Pt-ZnO-Co3O4,1,7800.0,7800.0,7800.0,2.7,False
Pt-Zn0.8Cd0.2S,1,239.0,239.0,239.0,2.7,False
Pt-TiO2/CdS,1,3.074,3.074,3.074,2.7,False
CGM,1,1690.0,1690.0,1690.0,2.7,False
Pt-PH700,1,1140.0,1140.0,1140.0,2.7,False
Pt-P25,1,12.0,12.0,12.0,2.7,False
CGZS,1,730.2,730.2,730.2,2.7,False
Pt-NHPT-800,1,87.3,87.3,87.3,2.7,False
Pt-NHPT-300,1,205.8,205.8,205.8,2.7,False
CH3OH,1,17900.0,17900.0,17900.0,2.7,False
Pt-HPT-300,1,154.6,154.6,154.6,2.7,False
Pt-CdS-500,1,1021.0,1021.0,1021.0,2.7,False
Pt-ZnS-CoS,1,8210.0,8210.0,8210.0,2.7,False
Pt/UiO-66(Zr/Ti)-NH2,1,370.0,370.0,370.0,2.7,False
CCN-0.03,1,1.6,1.6,1.6,2.7,False
Pt/TiO2-ZnO,1,2150.0,2150.0,2150.0,2.7,False
Pt/TiO2-P90,1,170000.0,170000.0,170000.0,2.7,False
CCN10,1,581.4,581.4,581.4,2.7,False
Pt/Ti,1,500.0,500.0,500.0,2.7,False
Pt/SrTiO3:Rh,1,0.74,0.74,0.74,2.7,False
Pt/SrTiO3,1,1.97,1.97,1.97,2.7,False
Pt/SiC,1,191.8,191.8,191.8,2.7,False
Pt/STO:Rh,1,3.97,3.97,3.97,2.7,False
Pt/STO,1,1140.0,1140.0,1140.0,2.7,False
Pt/P25-74,1,7784.0,7784.0,7784.0,2.7,False
CCNU-12,1,44600.0,44600.0,44600.0,2.7,False
Pt/Ni(OH)2–Ni(OH)2–Ni2O3–SnO2,1,10.8,10.8,10.8,2.7,False
CCN20,1,561.9,561.9,561.9,2.7,False
Pt/NCN,1,1055.0,1055.0,1055.0,2.7,False
Pt/N-TiO2/SrTiO3-TiO2,1,3513.0,3513.0,3513.0,2.7,False
CCN5,1,537.1,537.1,537.1,2.7,False
Pt/N-TiO2/G,1,10.7,10.7,10.7,2.7,False
Pt/MoP2,1,47.3,47.3,47.3,2.7,False
CCNU-11,1,60400.0,60400.0,60400.0,2.7,False
Pt/Mn0.3Cd0.7S,1,39910.0,39910.0,39910.0,2.7,False
Pt/MIL-100(Fe)–NaBH4,1,64.0,64.0,64.0,2.7,False
Pt/MIL-100(Fe),1,53.0,53.0,53.0,2.7,False
Pt/MIL-100(Fe,1,98.0,98.0,98.0,2.7,False
Pt/Ni2P/Ni(PO3)2,1,102.8,102.8,102.8,2.7,False
Pd-WTN,1,3000.0,3000.0,3000.0,2.7,False
CN-B,1,253.0,253.0,253.0,2.7,False
CN-C,1,552.9,552.9,552.9,2.7,False
Pd-CIS-2.0,1,290.0,290.0,290.0,2.7,False
Pd-Au/600TiO2(20),1,37200.0,37200.0,37200.0,2.7,False
Pd-4M5PC,1,570.0,570.0,570.0,2.7,False
Pd [,1,960.2,960.2,960.2,2.7,False
Pd @ UiO-66-NH2 @ ZnIn2S4,1,22350.0,22350.0,22350.0,2.7,False
CN-CN-T,1,620.0,620.0,620.0,2.7,False
CN-D,1,181.0,181.0,181.0,2.7,False
PbTiO3-CdS,1,560.2,560.2,560.2,2.7,False
PbS @ CuS,1,1459.0,1459.0,1459.0,2.7,False
Pt-CIS-2.0,1,180.0,180.0,180.0,2.7,False
PZG-2,1,1082.0,1082.0,1082.0,2.7,False
PVP,1,14250.0,14250.0,14250.0,2.7,False
PUZ-3,1,39800.0,39800.0,39800.0,2.7,False
CN-N,1,477.0,477.0,477.0,2.7,False
CN-Na,1,169.0,169.0,169.0,2.7,False
PTO,1,45.0,45.0,45.0,2.7,False
PTCN/rGO,1,354.0,354.0,354.0,2.7,False
PTCN,1,184.0,184.0,184.0,2.7,False
PTC,1,109.0,109.0,109.0,2.7,False
PS–10PNS,1,3864.0,3864.0,3864.0,2.7,False
PSi,1,604.7,604.7,604.7,2.7,False
PS-5,1,7500.0,7500.0,7500.0,2.7,False
CN-FeOOH,1,6.61,6.61,6.61,2.7,False
CI0.01–C–S–C–S,1,104.7,104.7,104.7,2.7,False
Pt-4,1,180.0,180.0,180.0,2.7,False
Pt-10,1,1973.57,1973.57,1973.57,2.7,False
Pt(3 wt %),1,228.0,228.0,228.0,2.7,False
CIS _ 100-Pt,1,1041.0,1041.0,1041.0,2.7,False
CLT,1,570.0,570.0,570.0,2.7,False
CM,1,493.1,493.1,493.1,2.7,False
Pt @ UiO-66-NH2-1,1,220.0,220.0,220.0,2.7,False
CMFe,1,1310.0,1310.0,1310.0,2.7,False
Pt @ TiO2,1,61.8,61.8,61.8,2.7,False
Pt @ TCPP,1,1208.0,1208.0,1208.0,2.7,False
CML,1,5871.0,5871.0,5871.0,2.7,False
Pd/CdS,1,32400.0,32400.0,32400.0,2.7,False
Pd–MgNix,1,34930.0,34930.0,34930.0,2.7,False
CN @ pDA,1,485.4,485.4,485.4,2.7,False
PdO/LaCoO3,1,1260.0,1260.0,1260.0,2.7,False
CN –,1,261.0,261.0,261.0,2.7,False
PdAg/CdS,1,1587.9,1587.9,1587.9,2.7,False
PdAg,1,3430.0,3430.0,3430.0,2.7,False
CN(150),1,958.0,958.0,958.0,2.7,False
Pd1Ni1/CdS,1,54000.0,54000.0,54000.0,2.7,False
Pd/g-Ag,1,1250.0,1250.0,1250.0,2.7,False
CN-1-2,1,624.0,624.0,624.0,2.7,False
Pd/P25,1,104000.0,104000.0,104000.0,2.7,False
Pd/NiO,1,3500.0,3500.0,3500.0,2.7,False
Pt @ CdS/C-SrTiO3,1,23000.0,23000.0,23000.0,2.7,False
NYF @ Ag3PO4,1,109.32,109.32,109.32,2.7,False
NYF,1,54.0,54.0,54.0,2.7,False
NTU-2.5,1,1700.0,1700.0,1700.0,2.7,False
